14:30:43			19.77;0.00;0.00;194.57;0.00;0.00;253;
14:30:44			0.10;0.00;0.00;-98.39;0.00;0.00;254;
14:30:45			0.00;0.00;0.00;-100.00;0.00;0.00;255;
14:30:46			0.00;0.00;0.00;-100.00;0.00;0.00;256;
14:30:47			0.00;0.00;0.00;-100.00;0.00;0.00;257;
14:30:48			0.00;0.00;0.00;-100.00;0.00;0.00;258;
14:30:49			0.00;0.00;0.00;-100.00;0.00;0.00;259;
14:30:50			0.00;0.00;0.00;-100.00;0.00;0.00;260;
14:30:51			0.09;0.00;0.00;-98.97;0.00;0.00;261;
14:30:52			0.25;0.00;0.00;-96.48;0.00;0.00;262;
14:30:53			0.31;0.00;0.00;-95.60;0.00;0.00;263;
14:30:54			0.38;0.00;0.00;-94.43;0.00;0.00;264;
14:30:55			0.38;0.00;0.00;-94.57;0.00;0.00;265;
14:30:56			0.20;0.00;0.00;-97.07;0.00;0.00;266;
14:30:57			0.13;0.00;0.00;-98.39;0.00;0.00;267;
14:30:58			0.00;0.00;0.00;-100.00;0.00;0.00;268;
14:30:59			0.00;0.00;0.00;-100.00;0.00;0.00;269;
14:31:0			0.00;0.00;0.00;-100.00;0.00;0.00;270;
14:31:1			0.00;0.00;0.00;-100.00;0.00;0.00;271;
14:31:2			0.00;0.00;0.00;-100.00;0.00;0.00;272;
14:31:3			0.00;0.00;0.00;-100.00;0.00;0.00;273;
14:31:4			0.00;0.00;0.00;-100.00;0.00;0.00;274;
14:31:5			0.14;0.00;0.00;-98.09;0.00;0.00;275;
14:31:6			0.22;0.00;0.00;-97.07;0.00;0.00;276;
14:31:7			0.35;0.00;0.00;-95.01;0.00;0.00;277;
14:31:8			0.36;0.00;0.00;-95.01;0.00;0.00;278;
14:31:9			0.34;0.00;0.00;-94.87;0.00;0.00;279;
14:31:10			0.26;0.00;0.00;-96.33;0.00;0.00;280;
14:31:11			0.02;0.00;0.00;-99.56;0.00;0.00;281;
14:31:12			0.00;0.00;0.00;-100.00;0.00;0.00;282;
14:31:13			0.00;0.00;0.00;-100.00;0.00;0.00;283;
14:31:14			0.00;0.00;0.00;-100.00;0.00;0.00;284;
14:31:15			0.00;0.00;0.00;-100.00;0.00;0.00;285;
14:31:16			0.00;0.00;0.00;-100.00;0.00;0.00;286;
14:31:17			0.05;0.00;0.00;-99.56;0.00;0.00;287;
14:31:18			0.20;0.00;0.00;-97.51;0.00;0.00;288;
14:31:19			0.27;0.00;0.00;-96.19;0.00;0.00;289;
14:31:20			0.37;0.00;0.00;-94.72;0.00;0.00;290;
14:31:21			0.38;0.00;0.00;-94.72;0.00;0.00;291;
14:31:22			0.25;0.00;0.00;-96.33;0.00;0.00;292;
14:31:23			0.12;0.00;0.00;-98.24;0.00;0.00;293;
14:31:24			0.00;0.00;0.00;-100.00;0.00;0.00;294;
14:31:25			0.00;0.00;0.00;-100.00;0.00;0.00;295;
14:31:26			0.00;0.00;0.00;-100.00;0.00;0.00;296;
14:31:27			0.00;0.00;0.00;-100.00;0.00;0.00;297;
14:31:28			0.00;0.00;0.00;-100.00;0.00;0.00;298;
14:31:29			0.00;0.00;0.00;-100.00;0.00;0.00;299;
14:31:30			0.07;0.00;0.00;-99.27;0.00;0.00;300;
14:31:31			0.25;0.00;0.00;-96.63;0.00;0.00;301;
14:31:32			0.33;0.00;0.00;-95.45;0.00;0.00;302;
14:31:33			0.37;0.00;0.00;-94.72;0.00;0.00;303;
14:31:34			0.37;0.00;0.00;-94.72;0.00;0.00;304;
14:31:35			0.21;0.00;0.00;-96.92;0.00;0.00;305;
14:31:36			0.08;0.00;0.00;-98.83;0.00;0.00;306;
14:31:37			0.00;0.00;0.00;-100.00;0.00;0.00;307;
14:31:38			0.00;0.00;0.00;-100.00;0.00;0.00;308;
14:31:39			0.00;0.00;0.00;-100.00;0.00;0.00;309;
14:31:40			0.00;0.00;0.00;-100.00;0.00;0.00;310;
14:31:41			0.00;0.00;0.00;-100.00;0.00;0.00;311;
14:31:42			0.00;0.00;0.00;-100.00;0.00;0.00;312;
14:31:43			0.09;0.00;0.00;-98.97;0.00;0.00;313;
14:31:44			0.28;0.00;0.00;-96.04;0.00;0.00;314;
14:31:45			0.33;0.00;0.00;-95.31;0.00;0.00;315;
14:31:46			0.39;0.00;0.00;-94.43;0.00;0.00;316;
14:31:47			0.30;0.00;0.00;-95.45;0.00;0.00;317;
14:31:48			0.17;0.00;0.00;-97.65;0.00;0.00;318;
14:31:49			0.00;0.00;0.00;-100.00;0.00;0.00;319;
14:31:50			0.00;0.00;0.00;-100.00;0.00;0.00;320;
14:31:51			0.00;0.00;0.00;-100.00;0.00;0.00;321;
14:31:52			0.00;0.00;0.00;-100.00;0.00;0.00;322;
14:31:53			0.00;0.00;0.00;-100.00;0.00;0.00;323;
14:31:54			0.00;0.00;0.00;-100.00;0.00;0.00;324;
14:31:55			0.12;0.00;0.00;-98.68;0.00;0.00;325;
14:31:56			0.24;0.00;0.00;-96.63;0.00;0.00;326;
14:31:57			0.37;0.00;0.00;-94.72;0.00;0.00;327;
14:31:58			0.37;0.00;0.00;-94.72;0.00;0.00;328;
14:31:59			0.28;0.00;0.00;-95.75;0.00;0.00;329;
14:32:0			0.19;0.00;0.00;-97.36;0.00;0.00;330;
14:32:1			0.00;0.00;0.00;-100.00;0.00;0.00;331;
14:32:2			0.00;0.00;0.00;-100.00;0.00;0.00;332;
14:32:3			0.00;0.00;0.00;-100.00;0.00;0.00;333;
14:32:4			0.00;0.00;0.00;-100.00;0.00;0.00;334;
14:32:5			0.00;0.00;0.00;-100.00;0.00;0.00;335;
14:32:6			0.00;0.00;0.00;-100.00;0.00;0.00;336;
14:32:7			0.00;0.00;0.00;-100.00;0.00;0.00;337;
14:32:8			0.09;0.00;0.00;-98.97;0.00;0.00;338;
14:32:9			0.25;0.00;0.00;-96.48;0.00;0.00;339;
14:32:10			0.37;0.00;0.00;-94.72;0.00;0.00;340;
14:32:11			0.37;0.00;0.00;-94.72;0.00;0.00;341;
14:32:12			0.30;0.00;0.00;-95.75;0.00;0.00;342;
14:32:13			0.26;0.00;0.00;-96.04;0.00;0.00;343;
14:32:14			0.01;0.00;0.00;-99.71;0.00;0.00;344;
14:32:15			0.00;0.00;0.00;-100.00;0.00;0.00;345;
14:32:16			0.00;0.00;0.00;-100.00;0.00;0.00;346;
14:32:17			0.00;0.00;0.00;-100.00;0.00;0.00;347;
14:32:18			0.00;0.00;0.00;-100.00;0.00;0.00;348;
14:32:19			0.00;0.00;0.00;-100.00;0.00;0.00;349;
14:32:20			0.04;0.00;0.00;-99.71;0.00;0.00;350;
14:32:21			0.13;0.00;0.00;-98.39;0.00;0.00;351;
14:32:22			0.30;0.00;0.00;-95.75;0.00;0.00;352;
14:32:23			0.38;0.00;0.00;-94.72;0.00;0.00;353;
14:32:24			0.37;0.00;0.00;-94.57;0.00;0.00;354;
14:32:25			0.24;0.00;0.00;-96.63;0.00;0.00;355;
14:32:26			0.14;0.00;0.00;-97.95;0.00;0.00;356;
14:32:27			0.00;0.00;0.00;-100.00;0.00;0.00;357;
14:32:28			0.00;0.00;0.00;-100.00;0.00;0.00;358;
14:32:29			0.00;0.00;0.00;-100.00;0.00;0.00;359;
14:32:30			0.00;0.00;0.00;-100.00;0.00;0.00;360;
14:32:31			0.00;0.00;0.00;-100.00;0.00;0.00;361;
14:32:32			0.00;0.00;0.00;-100.00;0.00;0.00;362;
14:32:33			0.01;0.00;0.00;-99.85;0.00;0.00;363;
14:32:34			0.20;0.00;0.00;-97.21;0.00;0.00;364;
14:32:35			0.35;0.00;0.00;-95.16;0.00;0.00;365;
14:32:36			0.37;0.00;0.00;-94.57;0.00;0.00;366;
14:32:37			0.36;0.00;0.00;-94.87;0.00;0.00;367;
14:32:38			0.22;0.00;0.00;-96.77;0.00;0.00;368;
14:32:39			0.15;0.00;0.00;-97.95;0.00;0.00;369;
14:32:40			0.00;0.00;0.00;-100.00;0.00;0.00;370;
14:32:41			0.00;0.00;0.00;-100.00;0.00;0.00;371;
14:32:42			0.00;0.00;0.00;-100.00;0.00;0.00;372;
14:32:43			0.00;0.00;0.00;-100.00;0.00;0.00;373;
14:32:44			0.00;0.00;0.00;-100.00;0.00;0.00;374;
14:32:45			0.00;0.00;0.00;-100.00;0.00;0.00;375;
14:32:46			0.00;0.00;0.00;-100.00;0.00;0.00;376;
14:32:47			0.00;0.00;0.00;-100.00;0.00;0.00;377;
14:32:48			0.15;0.00;0.00;-98.09;0.00;0.00;378;
14:32:49			0.29;0.00;0.00;-96.04;0.00;0.00;379;
14:32:50			0.33;0.00;0.00;-95.31;0.00;0.00;380;
14:32:51			0.37;0.00;0.00;-94.72;0.00;0.00;381;
14:32:52			0.39;0.00;0.00;-94.43;0.00;0.00;382;
14:32:53			0.33;0.00;0.00;-95.16;0.00;0.00;383;
14:32:54			0.26;0.00;0.00;-96.19;0.00;0.00;384;
14:32:55			0.06;0.00;0.00;-99.12;0.00;0.00;385;
14:32:56			0.02;0.00;0.00;-99.71;0.00;0.00;386;
14:32:57			0.00;0.00;0.00;-100.00;0.00;0.00;387;
14:32:58			0.00;0.00;0.00;-100.00;0.00;0.00;388;
14:32:59			0.00;0.00;0.00;-100.00;0.00;0.00;389;
14:33:0			0.00;0.00;0.00;-100.00;0.00;0.00;390;
14:33:1			0.00;0.00;0.00;-100.00;0.00;0.00;391;
14:33:2			0.00;0.00;0.00;-100.00;0.00;0.00;392;
14:33:3			0.00;0.00;0.00;-100.00;0.00;0.00;393;
14:33:4			0.18;0.00;0.00;-97.65;0.00;0.00;394;
14:33:5			0.22;0.00;0.00;-97.07;0.00;0.00;395;
14:33:6			0.35;0.00;0.00;-95.01;0.00;0.00;396;
14:33:7			0.38;0.00;0.00;-94.72;0.00;0.00;397;
14:33:8			0.32;0.00;0.00;-95.16;0.00;0.00;398;
14:33:9			0.21;0.00;0.00;-96.92;0.00;0.00;399;
14:33:10			0.01;0.00;0.00;-99.85;0.00;0.00;400;
14:33:11			0.00;0.00;0.00;-100.00;0.00;0.00;401;
14:33:12			0.00;0.00;0.00;-100.00;0.00;0.00;402;
14:33:13			0.00;0.00;0.00;-100.00;0.00;0.00;403;
14:33:14			0.00;0.00;0.00;-100.00;0.00;0.00;404;
14:33:15			0.06;0.00;0.00;-99.27;0.00;0.00;405;
14:33:16			0.12;0.00;0.00;-98.53;0.00;0.00;406;
14:33:17			0.32;0.00;0.00;-95.45;0.00;0.00;407;
14:33:18			0.35;0.00;0.00;-95.01;0.00;0.00;408;
14:33:19			0.35;0.00;0.00;-95.01;0.00;0.00;409;
14:33:20			0.25;0.00;0.00;-96.33;0.00;0.00;410;
14:33:21			0.01;0.00;0.00;-99.85;0.00;0.00;411;
14:33:22			0.00;0.00;0.00;-100.00;0.00;0.00;412;
14:33:23			0.00;0.00;0.00;-100.00;0.00;0.00;413;
14:33:24			0.00;0.00;0.00;-100.00;0.00;0.00;414;
14:33:25			0.00;0.00;0.00;-100.00;0.00;0.00;415;
14:33:26			0.00;0.00;0.00;-100.00;0.00;0.00;416;
14:33:27			0.06;0.00;0.00;-99.27;0.00;0.00;417;
14:33:28			0.23;0.00;0.00;-96.63;0.00;0.00;418;
14:33:29			0.33;0.00;0.00;-95.31;0.00;0.00;419;
14:33:30			0.38;0.00;0.00;-94.57;0.00;0.00;420;
14:33:31			0.36;0.00;0.00;-95.01;0.00;0.00;421;
14:33:32			0.12;0.00;0.00;-98.24;0.00;0.00;422;
14:33:33			0.01;0.00;0.00;-99.71;0.00;0.00;423;
14:33:34			0.00;0.00;0.00;-100.00;0.00;0.00;424;
14:33:35			0.00;0.00;0.00;-100.00;0.00;0.00;425;
14:33:36			0.00;0.00;0.00;-100.00;0.00;0.00;426;
14:33:37			0.00;0.00;0.00;-100.00;0.00;0.00;427;
14:33:38			0.00;0.00;0.00;-100.00;0.00;0.00;428;
14:33:39			0.01;0.00;0.00;-100.00;0.00;0.00;429;
14:33:40			0.18;0.00;0.00;-97.80;0.00;0.00;430;
14:33:41			0.33;0.00;0.00;-95.16;0.00;0.00;431;
14:33:42			0.36;0.00;0.00;-94.87;0.00;0.00;432;
14:33:43			0.38;0.00;0.00;-94.57;0.00;0.00;433;
14:33:44			0.30;0.00;0.00;-95.45;0.00;0.00;434;
14:33:45			0.18;0.00;0.00;-97.51;0.00;0.00;435;
14:33:46			0.01;0.00;0.00;-99.85;0.00;0.00;436;
14:33:47			0.00;0.00;0.00;-100.00;0.00;0.00;437;
14:33:48			0.00;0.00;0.00;-100.00;0.00;0.00;438;
14:33:49			0.00;0.00;0.00;-100.00;0.00;0.00;439;
14:33:50			0.00;0.00;0.00;-100.00;0.00;0.00;440;
14:33:51			0.00;0.00;0.00;-100.00;0.00;0.00;441;
14:33:52			0.00;0.00;0.00;-100.00;0.00;0.00;442;
14:33:53			0.10;0.00;0.00;-98.68;0.00;0.00;443;
14:33:54			0.28;0.00;0.00;-96.04;0.00;0.00;444;
14:33:55			0.34;0.00;0.00;-95.16;0.00;0.00;445;
14:33:56			0.37;0.00;0.00;-94.72;0.00;0.00;446;
14:33:57			0.38;0.00;0.00;-94.57;0.00;0.00;447;
14:33:58			0.21;0.00;0.00;-96.92;0.00;0.00;448;
14:33:59			0.14;0.00;0.00;-97.95;0.00;0.00;449;
14:34:0			0.00;0.00;0.00;-100.00;0.00;0.00;450;
14:34:1			0.00;0.00;0.00;-100.00;0.00;0.00;451;
14:34:2			0.00;0.00;0.00;-100.00;0.00;0.00;452;
14:34:3			0.00;0.00;0.00;-100.00;0.00;0.00;453;
14:34:4			0.00;0.00;0.00;-100.00;0.00;0.00;454;
14:34:5			0.00;0.00;0.00;-100.00;0.00;0.00;455;
14:34:6			0.05;0.00;0.00;-99.56;0.00;0.00;456;
14:34:7			0.23;0.00;0.00;-96.92;0.00;0.00;457;
14:34:8			0.28;0.00;0.00;-96.04;0.00;0.00;458;
14:34:9			0.39;0.00;0.00;-94.43;0.00;0.00;459;
14:34:10			0.39;0.00;0.00;-94.43;0.00;0.00;460;
14:34:11			0.28;0.00;0.00;-95.89;0.00;0.00;461;
14:34:12			0.18;0.00;0.00;-97.51;0.00;0.00;462;
14:34:13			0.00;0.00;0.00;-100.00;0.00;0.00;463;
14:34:14			0.00;0.00;0.00;-100.00;0.00;0.00;464;
14:34:15			0.00;0.00;0.00;-100.00;0.00;0.00;465;
14:34:16			0.00;0.00;0.00;-100.00;0.00;0.00;466;
14:34:17			0.00;0.00;0.00;-100.00;0.00;0.00;467;
14:34:18			0.00;0.00;0.00;-100.00;0.00;0.00;468;
14:34:19			0.03;0.00;0.00;-99.85;0.00;0.00;469;
14:34:20			0.21;0.00;0.00;-97.21;0.00;0.00;470;
14:34:21			0.26;0.00;0.00;-96.33;0.00;0.00;471;
14:34:22			0.37;0.00;0.00;-94.72;0.00;0.00;472;
14:34:23			0.39;0.00;0.00;-94.43;0.00;0.00;473;
14:34:24			0.26;0.00;0.00;-96.33;0.00;0.00;474;
14:34:25			0.22;0.00;0.00;-96.63;0.00;0.00;475;
14:34:26			0.00;0.00;0.00;-100.00;0.00;0.00;476;
14:34:27			0.00;0.00;0.00;-100.00;0.00;0.00;477;
14:34:28			0.00;0.00;0.00;-100.00;0.00;0.00;478;
14:34:29			0.00;0.00;0.00;-100.00;0.00;0.00;479;
